order_id,date,region/locale,distribution channel,product,age_group,quantity,unit_price,revenue
ORD-100203,2026-09-13,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,1,23.53,23.53
ORD-100204,2026-06-03,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,18-25,1,38.34,38.34
ORD-100205,2026-09-14,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,26-35,1,41.7,41.7
ORD-100206,2026-12-07,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,36-45,1,44.17,44.17
ORD-100207,2026-03-25,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,18-25,1,41.55,41.55
ORD-100208,2026-10-21,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,46-55,2,55.68,111.36
ORD-100209,2026-02-14,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,18-25,2,44.85,89.7
ORD-100210,2026-03-23,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,26-35,2,36.28,72.56
ORD-100211,2026-06-27,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,56-65,5,51.39,256.95
ORD-100212,2026-06-12,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,66+,1,36.79,36.79
ORD-100213,2026-06-28,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,2,23.19,46.38
ORD-100214,2026-10-14,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,1,23.19,23.19
ORD-100215,2026-04-15,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,36-45,2,24.01,48.02
ORD-100216,2026-08-04,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,2,23.04,46.08
ORD-100217,2026-02-11,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,18-25,3,56.48,169.44
ORD-100218,2026-07-27,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,26-35,3,43.89,131.67
ORD-100219,2026-02-23,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,1,54.07,54.07
ORD-100220,2026-09-23,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,26-35,3,37.35,112.05
ORD-100221,2026-07-09,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,18-25,1,24.47,24.47
ORD-100222,2026-02-25,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,36-45,3,53.43,160.29
ORD-100223,2026-09-12,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,56-65,2,43.99,87.98
ORD-100224,2026-08-08,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,56-65,1,59.02,59.02
ORD-100225,2026-03-13,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,66+,2,59.5,119.0
ORD-100226,2026-12-06,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,1,24.42,24.42
ORD-100227,2026-07-31,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,46-55,2,25.29,50.58
ORD-100228,2027-01-14,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,36-45,3,39.63,118.89
ORD-100229,2026-04-06,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,18-25,2,25.24,50.48
ORD-100230,2026-08-09,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,18-25,1,58.84,58.84
ORD-100231,2026-12-30,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,2,24.99,49.98
ORD-100232,2026-06-14,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,1,24.14,24.14
ORD-100233,2026-10-10,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,46-55,2,26.84,53.68
ORD-100234,2026-07-14,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,2,27.57,55.14
ORD-100235,2026-07-04,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,46-55,3,56.95,170.85
ORD-100236,2026-04-13,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,56-65,1,52.26,52.26
ORD-100237,2026-11-10,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,26-35,1,39.69,39.69
ORD-100238,2026-08-29,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,18-25,1,25.07,25.07
ORD-100239,2026-09-19,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,56-65,2,26.51,53.02
ORD-100240,2026-05-05,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,36-45,3,58.3,174.9
ORD-100241,2026-03-01,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,46-55,1,28.19,28.19
ORD-100242,2026-07-28,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,56-65,2,59.25,118.5
ORD-100243,2026-12-23,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,66+,2,52.95,105.9
ORD-100244,2026-12-01,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,66+,1,42.41,42.41
ORD-100245,2026-12-07,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,66+,1,27.0,27.0
ORD-100246,2026-05-19,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,4,53.14,212.56
ORD-100247,2026-12-19,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,46-55,3,40.98,122.94
ORD-100248,2026-09-21,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,36-45,2,55.08,110.16
ORD-100249,2026-07-25,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,18-25,3,25.4,76.2
ORD-100250,2026-11-15,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,36-45,2,39.71,79.42
ORD-100251,2026-03-22,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,18-25,1,24.05,24.05
ORD-100252,2026-11-23,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,18-25,2,39.27,78.54
ORD-100253,2026-09-28,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,46-55,4,28.72,114.88
ORD-100254,2026-06-04,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,36-45,2,40.57,81.14
ORD-100255,2027-01-01,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,26-35,2,41.98,83.96
ORD-100256,2026-08-07,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,46-55,2,44.82,89.64
ORD-100257,2026-11-15,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,46-55,1,36.51,36.51
ORD-100258,2026-12-17,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,1,60.85,60.85
ORD-100259,2026-07-24,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,46-55,2,24.96,49.92
ORD-100260,2026-02-20,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,36-45,1,36.4,36.4
ORD-100261,2026-10-22,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,18-25,1,42.06,42.06
ORD-100262,2026-10-18,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,18-25,1,57.66,57.66
ORD-100263,2026-02-09,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,56-65,2,53.62,107.24
ORD-100264,2026-02-14,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,1,58.96,58.96
ORD-100265,2026-02-27,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,36-45,1,38.28,38.28
ORD-100266,2026-06-05,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,36-45,2,27.64,55.28
ORD-100267,2026-04-19,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,18-25,2,53.81,107.62
ORD-100268,2026-03-04,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,2,27.1,54.2
ORD-100269,2027-01-06,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,46-55,1,53.97,53.97
ORD-100270,2027-01-13,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,36-45,1,41.46,41.46
ORD-100271,2026-06-07,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,46-55,2,56.16,112.32
ORD-100272,2026-10-04,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,26-35,2,40.89,81.78
ORD-100273,2026-08-14,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,2,58.8,117.6
ORD-100274,2026-07-28,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,56-65,1,43.14,43.14
ORD-100275,2026-11-03,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,66+,2,52.44,104.88
ORD-100276,2026-10-30,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,3,50.2,150.6
ORD-100277,2026-03-24,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,3,26.98,80.94
ORD-100278,2026-10-02,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,46-55,2,26.58,53.16
ORD-100279,2026-03-03,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,36-45,1,24.28,24.28
ORD-100280,2026-05-01,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,56-65,1,28.35,28.35
ORD-100281,2026-06-29,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,1,23.66,23.66
ORD-100282,2026-09-21,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,56-65,1,24.59,24.59
ORD-100283,2026-04-10,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,66+,1,61.73,61.73
ORD-100284,2026-12-29,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,56-65,2,43.31,86.62
ORD-100285,2026-05-10,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,1,26.05,26.05
ORD-100286,2026-04-13,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,18-25,1,52.04,52.04
ORD-100287,2026-09-17,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,36-45,1,24.9,24.9
ORD-100288,2027-01-21,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,46-55,1,42.54,42.54
ORD-100289,2026-10-16,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,1,55.07,55.07
ORD-100290,2026-05-25,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,66+,1,54.55,54.55
ORD-100291,2026-08-11,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,1,28.68,28.68
ORD-100292,2026-12-03,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,2,58.85,117.7
ORD-100293,2026-08-05,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,56-65,1,25.8,25.8
ORD-100294,2026-04-26,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,18-25,3,56.88,170.64
ORD-100295,2026-10-09,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,1,59.36,59.36
ORD-100296,2026-09-25,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,18-25,1,50.29,50.29
ORD-100297,2026-02-02,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,46-55,2,38.54,77.08
ORD-100298,2026-03-03,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,46-55,1,56.94,56.94
ORD-100299,2026-05-04,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,66+,2,24.29,48.58
ORD-100300,2026-08-13,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,46-55,2,61.46,122.92
ORD-100301,2026-05-03,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,1,54.28,54.28
ORD-100302,2026-02-12,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,66+,1,36.03,36.03
ORD-100303,2026-05-29,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,66+,1,41.32,41.32
ORD-100304,2027-01-05,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,26-35,2,36.32,72.64
ORD-100305,2026-09-17,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,4,26.21,104.84
ORD-100306,2026-05-23,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,36-45,1,52.72,52.72
ORD-100307,2026-05-31,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,46-55,1,28.71,28.71
ORD-100308,2026-06-02,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,56-65,1,60.75,60.75
ORD-100309,2026-11-13,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,1,24.22,24.22
ORD-100310,2026-12-27,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,66+,1,54.24,54.24
ORD-100311,2026-07-04,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,46-55,1,55.11,55.11
ORD-100312,2026-03-02,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,2,60.58,121.16
ORD-100313,2026-06-05,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,36-45,1,37.34,37.34
ORD-100314,2026-06-18,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,26-35,2,37.9,75.8
ORD-100315,2026-11-28,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,1,52.09,52.09
ORD-100316,2026-02-08,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,46-55,2,53.67,107.34
ORD-100317,2027-01-27,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,4,26.85,107.4
ORD-100318,2026-06-14,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,2,24.75,49.5
ORD-100319,2026-07-14,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,26-35,1,43.22,43.22
ORD-100320,2026-02-09,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,66+,3,43.41,130.23
ORD-100321,2026-05-29,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,2,52.2,104.4
ORD-100322,2026-12-26,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,1,27.63,27.63
ORD-100323,2026-11-07,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,46-55,1,37.69,37.69
ORD-100324,2027-01-09,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,36-45,3,62.5,187.5
ORD-100325,2027-01-29,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,18-25,2,23.95,47.9
ORD-100326,2026-10-06,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,18-25,1,26.35,26.35
ORD-100327,2026-02-07,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,46-55,2,25.95,51.9
ORD-100328,2026-05-03,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,18-25,2,58.77,117.54
ORD-100329,2026-06-10,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,18-25,1,26.37,26.37
ORD-100330,2027-01-23,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,56-65,1,41.65,41.65
ORD-100331,2026-11-10,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,3,54.71,164.13
ORD-100332,2026-07-20,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,36-45,3,58.37,175.11
ORD-100333,2027-01-21,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,36-45,2,23.94,47.88
ORD-100334,2026-11-06,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,56-65,3,38.8,116.4
ORD-100335,2026-05-18,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,36-45,1,22.6,22.6
ORD-100336,2026-08-19,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,36-45,1,57.29,57.29
ORD-100337,2026-04-13,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,46-55,3,59.89,179.67
ORD-100338,2026-05-30,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,56-65,1,50.84,50.84
ORD-100339,2026-08-23,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,56-65,1,45.55,45.55
ORD-100340,2026-11-11,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,66+,2,38.28,76.56
ORD-100341,2026-03-16,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,66+,1,42.61,42.61
ORD-100342,2026-12-22,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,46-55,2,43.12,86.24
ORD-100343,2026-07-08,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,18-25,3,36.05,108.15
ORD-100344,2026-10-21,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,36-45,2,41.57,83.14
ORD-100345,2026-07-17,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,2,26.23,52.46
ORD-100346,2026-06-05,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,56-65,1,28.13,28.13
ORD-100347,2026-07-05,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,36-45,2,23.37,46.74
ORD-100348,2026-06-09,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,1,22.98,22.98
ORD-100349,2026-09-23,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,66+,2,57.98,115.96
ORD-100350,2026-07-22,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,18-25,1,39.3,39.3
ORD-100351,2027-01-22,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,3,57.79,173.37
ORD-100352,2026-11-22,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,26-35,2,40.91,81.82
ORD-100353,2026-08-21,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,46-55,1,44.16,44.16
ORD-100354,2026-09-25,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,2,49.87,99.74
ORD-100355,2026-03-08,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,66+,1,27.7,27.7
ORD-100356,2026-09-05,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,56-65,1,42.59,42.59
ORD-100357,2026-08-25,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,46-55,1,25.5,25.5
ORD-100358,2026-11-02,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,36-45,4,59.15,236.6
ORD-100359,2026-08-01,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,36-45,2,26.61,53.22
ORD-100360,2026-09-09,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,18-25,3,59.85,179.55
ORD-100361,2026-11-25,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,18-25,1,25.74,25.74
ORD-100362,2026-10-15,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,46-55,1,26.18,26.18
ORD-100363,2026-03-16,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,18-25,3,28.25,84.75
ORD-100364,2026-10-02,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,18-25,1,56.14,56.14
ORD-100365,2027-01-30,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,18-25,4,50.11,200.44
ORD-100366,2026-07-20,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,18-25,3,41.52,124.56
ORD-100367,2026-05-07,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,36-45,1,42.3,42.3
ORD-100368,2026-09-08,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,46-55,1,40.5,40.5
ORD-100369,2026-03-05,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,1,59.18,59.18
ORD-100370,2026-10-09,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,36-45,1,53.11,53.11
ORD-100371,2026-08-20,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,36-45,2,54.84,109.68
ORD-100372,2026-07-03,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,36-45,1,43.06,43.06
ORD-100373,2026-06-03,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,66+,1,53.81,53.81
ORD-100374,2026-05-07,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,2,24.9,49.8
ORD-100375,2026-06-28,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,36-45,1,51.79,51.79
ORD-100376,2026-08-16,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,18-25,3,37.37,112.11
ORD-100377,2026-09-01,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,66+,2,58.91,117.82
ORD-100378,2026-06-30,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,46-55,2,43.61,87.22
ORD-100379,2026-10-12,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,18-25,2,25.36,50.72
ORD-100380,2026-11-05,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,36-45,1,28.69,28.69
ORD-100381,2026-09-06,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,56-65,3,23.87,71.61
ORD-100382,2026-03-17,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,18-25,2,61.36,122.72
ORD-100383,2026-07-30,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,26-35,1,26.17,26.17
ORD-100384,2026-03-03,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,56-65,1,60.69,60.69
ORD-100385,2026-07-16,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,36-45,1,56.91,56.91
ORD-100386,2027-01-14,Midwest,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,66+,1,45.85,45.85
ORD-100387,2027-01-02,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,56-65,3,28.7,86.1
ORD-100388,2026-10-09,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,18-25,1,26.73,26.73
ORD-100389,2026-03-20,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,18-25,1,50.54,50.54
ORD-100390,2026-03-20,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,1,61.45,61.45
ORD-100391,2026-08-23,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,46-55,2,43.96,87.92
ORD-100392,2026-11-17,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,26-35,1,41.78,41.78
ORD-100393,2026-09-24,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,56-65,3,37.0,111.0
ORD-100394,2026-04-09,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,18-25,4,26.8,107.2
ORD-100395,2026-08-04,East,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,56-65,2,36.93,73.86
ORD-100396,2027-01-02,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,26-35,1,38.34,38.34
ORD-100397,2026-05-27,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,18-25,2,23.33,46.66
ORD-100398,2026-09-05,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,36-45,1,45.88,45.88
ORD-100399,2026-03-25,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,46-55,1,39.83,39.83
ORD-100400,2027-01-13,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product B,18-25,1,42.42,42.42
ORD-100401,2026-07-30,North,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,18-25,3,51.76,155.28
ORD-100402,2026-03-24,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,46-55,1,52.49,52.49
ORD-100403,2026-04-13,South,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product A,18-25,1,25.18,25.18
ORD-100404,2027-01-20,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,26-35,1,60.21,60.21
ORD-100405,2026-08-20,West,"['Web Service', 'Mobile', 'In Store', 'Retail', 'Delivery']",Product C,18-25,1,56.51,56.51
